kaBP,depth,accrate,Erica,Allophylus,Acacia,Combretum,Commiphora,Cussonia,Dobera,Lannea,Macaranga,Olea,Jasminum,Podocarpus,Phoenix,Rhus,Securinega,Teclea,Zanthoxylum,Melastomataceae,Cassia,Capparidaceae,Maytenus,Acalypha,Euphorbia,Euphorbiacea,Phyllantus,Tamarindus,Buxus,Psydrax,Celastraceae,Celtis,Alchornea,Dodonaea,Ekebergia,Ephedra,Ficus,Ilex,Clematis,Euclea,Hagenia,Juniperus,Myrica,Myrsine,Rapanea,Rosa,Schefflera,Hypoestes,Hypericum,Anthospermum,Alchemilla,Aloe,Chenopodiaceae,Artemisia,Cichoroideae,Aster,Asteroideae,Carduus,Cerastium,Cerealia,Plantago,Planceolata,Poaceae,Asteraceae,Vernonia,Rumex,Polygonum,Solanum,Tribulus,Apiaceae,Urticaceae,Ziziphus,Brucea,Ricinus,Sapotaceae,Iridaceae,Asphodellus,Anthyllis,Leguminosae,Galium,Rubiaceae,Brassicaceae,Acanthus,Blepharis,Justicia,Caryophylaceae,Chorcorus,Saussurea,Swertia,Senecio,Heliotropium,Kohautia,Indigofera,Lamiaceae,Ranunculus,Thalictrum,Callytriche,Monoletes,Triletes,Cyperaceae,Typha,Botryococcus,Undetermined,Lycopodium,Lyc.conc,volume
1.067,112,0.06,48,0,0,2,3,1,1,2,5,10,0,76,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,28,0,0,0,1,0,0,10,15,0,0,0,0,0,0,1,7,9,0,11,1,0,1,22,25,0,2,10,1,121,7,0,4,4,0,0,5,4,0,0,0,0,4,0,0,4,1,1,2,0,1,2,3,0,1,1,3,0,1,1,0,1,1,1,2,3,8,1,179,3,187,31272,1
1.124,115,0.06,25,0,0,1,4,1,0,0,0,2,0,78,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,2,0,9,0,0,0,0,0,0,26,14,0,1,1,0,0,0,2,3,10,1,13,0,0,0,13,22,0,1,8,2,113,14,0,0,4,0,0,5,8,0,0,0,0,1,0,1,0,1,1,0,1,1,2,5,0,1,0,1,1,1,0,2,2,0,0,1,2,8,0,174,3,210,31272,1
1.182,118,0.06,24,0,0,2,5,0,2,0,3,15,0,65,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,34,24,0,0,1,1,0,0,4,9,12,0,8,1,1,0,1,19,0,1,9,1,118,13,0,1,5,1,0,1,5,0,0,0,0,3,0,0,1,0,1,2,0,0,2,4,1,1,0,1,0,0,1,2,2,1,1,4,1,5,1,179,4,167,31272,1
1.236,121,0.06,36,0,3,0,1,0,0,0,0,12,0,89,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,0,0,21,24,2,1,1,0,0,0,3,10,10,2,5,5,0,1,12,22,0,0,9,3,114,3,0,5,4,2,0,3,3,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,4,1,1,1,2,0,1,1,0,1,6,0,155,5,298,31272,1
1.313,126,0.06,48,0,2,3,2,0,0,1,0,8,0,52,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,11,24,0,1,2,0,0,0,4,9,19,1,6,4,0,1,0,17,0,0,1,0,104,10,0,5,3,0,0,5,2,0,0,0,0,5,0,0,3,0,0,1,0,1,0,2,0,1,0,1,1,0,0,5,2,1,1,2,3,9,0,174,3,310,31272,1
1.428,134,0.07,22,0,2,5,2,0,0,0,0,4,0,55,0,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,19,14,5,1,0,0,0,0,5,0,21,2,4,5,0,1,7,23,0,1,8,0,107,13,0,4,0,0,0,3,1,0,0,0,0,5,0,0,4,1,1,1,1,0,1,5,0,1,1,2,0,0,0,0,0,0,1,5,0,17,1,126,2,245,31272,1
1.486,138,0.08,18,0,0,5,4,0,0,0,0,7,0,56,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,11,17,4,2,0,0,0,0,3,2,18,2,3,3,0,1,2,27,0,0,8,0,79,1,0,0,5,0,0,4,3,0,0,0,0,4,0,0,3,0,1,1,0,0,1,0,0,0,0,5,0,0,1,4,2,0,0,3,1,14,0,139,0,168,31272,1
1.572,144,0.08,34,0,0,3,2,0,0,0,0,3,0,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,25,25,4,2,0,0,0,0,2,6,5,2,4,4,1,0,19,27,0,0,3,0,75,1,1,4,1,0,0,3,2,0,0,0,0,4,0,0,3,0,1,2,1,0,0,3,1,1,1,2,0,0,1,4,2,1,0,4,4,15,1,148,5,199,31272,1
1.625,148,0.07,33,0,0,2,4,0,0,0,0,6,0,51,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,1,0,0,29,17,1,1,1,0,0,0,1,9,12,1,2,1,1,1,15,22,0,0,9,3,82,7,0,3,1,1,0,8,1,0,0,0,0,0,0,1,4,0,1,0,0,1,2,0,0,1,0,1,1,1,1,4,1,1,1,4,5,8,1,611,3,210,31272,1
1.677,152,0.07,25,0,0,0,0,2,0,0,1,4,0,50,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,33,19,0,0,1,0,0,0,3,3,11,2,3,5,0,1,18,19,0,0,3,0,85,9,0,5,1,0,0,0,4,0,0,0,0,4,0,0,5,1,0,0,0,1,0,5,0,1,1,5,1,0,1,1,0,1,0,2,3,5,1,678,1,131,31272,1
1.703,154,0.08,37,0,0,3,1,0,0,0,0,8,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,17,18,5,1,0,0,0,0,4,10,1,1,1,0,0,0,2,25,0,0,7,4,114,14,0,2,1,0,0,1,5,0,0,0,0,5,0,1,3,1,1,1,0,0,0,5,0,1,1,0,1,0,1,5,0,1,1,2,0,6,1,598,5,200,31272,1
1.716,155,0.07,39,0,0,3,2,0,0,0,0,1,0,53,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,39,18,2,2,1,1,0,0,2,10,7,2,7,4,0,0,4,27,0,0,8,3,111,0,0,2,1,0,0,2,4,0,0,0,0,3,0,1,0,1,1,1,1,1,0,0,1,0,1,4,0,1,0,0,2,0,1,2,0,16,0,864,5,284,31272,1
1.743,157,0.06,31,0,0,2,1,0,0,0,0,8,0,87,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,39,40,4,2,1,0,0,0,4,4,11,1,8,3,0,2,1,16,0,0,4,0,91,9,0,4,2,0,0,8,3,0,0,0,0,5,0,0,3,0,1,2,1,0,0,1,0,1,0,5,1,0,0,5,0,0,0,0,4,7,1,891,5,128,31272,1
1.767,159,0.07,17,0,0,0,1,0,0,0,0,6,0,68,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,19,70,1,0,0,0,0,0,3,8,0,2,7,3,1,0,4,18,0,0,2,1,83,2,0,0,0,0,0,10,4,0,0,0,0,0,0,0,4,1,1,2,1,1,2,2,0,0,0,5,0,1,1,1,2,1,0,3,1,16,1,1068,5,100,31272,1
1.809,162,0.06,42,0,0,3,5,0,0,0,0,3,0,67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,17,73,0,1,1,0,0,0,2,2,3,0,6,2,1,0,2,18,0,0,7,0,92,12,0,4,0,0,0,3,0,0,0,0,0,5,0,0,2,0,0,2,1,1,2,0,1,1,0,1,0,1,1,3,0,1,1,0,2,14,1,451,0,201,31272,1
1.88,167,0.06,38,0,0,7,4,0,0,0,0,16,0,64,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,22,63,0,1,1,0,0,0,3,7,7,1,5,2,1,0,2,26,0,0,4,5,92,11,0,0,0,0,0,3,0,0,0,0,0,1,0,1,3,1,1,1,0,0,2,5,1,0,0,1,0,1,0,2,1,1,0,1,5,12,0,432,1,150,31272,1
1.95,172,0.06,25,0,0,8,1,0,0,0,0,15,0,84,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,30,40,0,0,1,0,0,0,3,10,1,2,5,5,0,1,5,20,0,0,6,3,69,1,0,0,1,0,0,10,0,0,0,0,0,3,0,1,5,1,0,1,0,0,2,0,1,1,0,0,0,0,0,3,1,1,0,5,1,10,0,1107,5,236,31272,1
2.011,176,0.07,4,0,0,7,2,0,0,0,0,16,0,64,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,9,1,2,0,0,1,0,28,52,2,2,0,0,0,0,4,3,7,0,7,0,2,1,2,18,0,0,9,2,70,16,0,0,0,0,0,3,0,0,0,0,0,2,0,0,4,1,0,0,0,1,1,2,1,1,1,2,0,0,0,1,0,0,0,5,3,16,0,883,5,100,31272,1
2.026,177,0.07,10,0,0,9,1,0,0,0,0,11,0,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,22,51,1,2,1,0,0,0,4,2,6,0,7,3,1,2,3,26,0,0,5,2,69,11,0,0,2,0,0,1,0,0,0,0,0,2,0,1,1,1,0,2,0,1,1,0,1,0,0,0,1,0,0,4,0,0,0,4,1,16,1,930,1,115,31272,1
2.072,180,0.08,72,0,0,8,0,0,0,0,0,12,0,68,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,27,63,3,1,1,0,0,0,3,6,12,2,7,3,6,2,0,21,0,0,3,2,65,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,0,0,1,2,1,1,0,0,1,0,0,1,2,1,1,0,3,5,1,980,4,197,31272,1
2.084,181,0.07,56,0,0,5,0,0,0,0,0,20,0,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,31,61,1,0,1,0,0,0,4,5,9,1,5,0,5,1,4,20,0,0,3,0,59,8,1,0,0,1,0,8,0,0,0,0,0,5,0,1,2,0,0,2,0,0,1,3,0,1,0,3,0,0,0,4,2,1,0,3,1,5,0,985,2,230,31272,1
2.097,182,0.07,30,0,0,7,0,0,0,0,0,15,0,91,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,40,60,2,1,1,0,0,0,5,3,3,0,5,0,2,2,2,19,0,0,2,0,75,16,0,0,0,0,0,3,2,0,0,0,0,1,0,1,4,1,1,0,1,1,0,0,0,0,0,5,0,1,0,3,0,0,1,3,2,9,0,1081,3,103,31272,1
2.109,183,0.07,11,0,0,7,0,0,0,0,0,17,0,96,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,6,0,2,0,0,1,0,29,77,0,1,1,0,0,0,5,6,3,0,5,2,2,2,4,24,0,0,3,0,73,6,0,0,0,0,0,0,1,0,0,0,0,3,0,1,5,0,0,2,0,1,0,1,0,1,1,0,1,0,1,4,2,1,0,5,5,16,1,436,0,128,31272,1
2.123,184,0.07,13,0,0,7,0,0,0,0,0,18,0,83,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,29,81,3,1,0,0,0,0,1,0,9,0,5,3,4,1,3,4,0,0,5,0,58,16,0,0,0,2,0,6,0,0,0,0,0,2,0,1,1,1,1,1,0,1,2,2,1,0,0,0,1,1,1,2,1,0,1,0,5,20,0,958,3,100,31272,1
2.136,185,0.07,36,0,0,10,0,0,0,0,0,11,0,87,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,29,41,2,0,1,0,0,0,5,7,11,0,8,1,4,2,3,4,0,0,5,0,34,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,2,1,1,0,1,0,1,0,3,2,1,0,5,2,14,0,1099,5,98,31272,1
2.149,186,0.08,28,0,0,8,0,0,0,0,0,18,0,95,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,22,62,4,0,1,0,0,0,1,3,7,0,8,0,3,1,3,2,0,0,1,0,86,0,0,0,0,0,0,9,2,0,0,0,0,5,0,0,3,1,1,1,0,1,2,5,0,1,0,2,0,0,0,4,2,1,1,5,5,16,0,1127,1,114,31272,1
2.164,187,0.07,17,0,0,10,0,0,0,0,0,19,0,85,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,16,90,5,0,2,0,0,0,2,2,8,0,5,0,4,1,2,0,0,0,2,0,68,17,0,0,0,0,0,9,0,0,0,0,0,4,0,1,3,0,1,1,0,0,1,1,1,1,0,3,0,0,1,2,1,1,1,4,3,6,0,1146,0,98,31272,1
2.178,188,0.07,21,0,0,8,0,0,0,0,0,10,0,83,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,40,92,1,2,2,2,0,0,2,9,5,0,5,4,1,2,1,4,0,0,3,0,31,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,1,1,1,0,1,2,1,0,0,0,1,0,0,2,2,1,1,2,5,10,0,1108,1,201,31272,1
2.192,189,0.07,15,0,0,7,1,0,0,0,0,20,0,82,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,8,1,0,1,0,0,0,30,107,2,2,0,0,0,0,1,3,4,0,7,3,5,2,3,3,0,0,4,0,68,15,0,0,0,0,0,5,0,0,0,0,0,4,0,0,3,0,0,0,0,1,0,5,1,1,0,2,1,0,0,0,1,1,1,3,3,11,0,955,4,100,31272,1
2.207,190,0.06,2,0,0,5,0,0,0,0,0,18,0,97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,0,0,20,109,0,2,1,0,0,1,4,2,1,0,4,5,2,0,4,0,0,0,5,0,62,15,1,0,0,0,0,8,1,0,0,0,0,1,0,0,5,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,1,0,3,13,1,1061,5,230,31272,1
2.223,191,0.07,4,0,0,9,0,0,0,0,0,20,0,86,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,7,1,0,1,0,0,0,20,100,5,2,1,0,0,0,2,0,12,2,7,4,6,0,4,5,0,0,4,0,73,3,1,0,0,0,0,8,3,0,0,0,0,4,0,1,2,1,1,2,1,0,2,2,1,1,0,0,0,1,0,4,2,1,1,5,3,15,0,758,3,35,31272,1
2.238,192,0.06,15,0,0,6,0,0,0,0,0,15,0,89,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,37,99,3,2,2,0,0,0,4,8,3,1,5,0,2,2,4,4,0,0,3,0,24,5,1,0,0,1,0,2,0,0,0,0,0,4,0,0,3,1,0,2,0,1,0,3,0,0,1,3,0,0,1,3,1,0,1,5,4,7,0,410,1,108,31272,1
2.252,193,0.07,32,0,0,10,0,0,0,0,0,20,0,80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,26,100,3,0,2,0,0,0,4,8,2,0,5,0,0,2,2,4,0,0,0,0,30,3,1,0,0,1,0,10,4,0,0,0,0,4,0,0,0,1,0,0,1,1,2,5,1,1,1,1,0,0,0,1,2,1,1,1,5,17,1,125,4,101,31272,1
2.319,198,0.08,5,0,0,8,0,0,0,0,0,10,0,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,31,98,5,0,1,0,1,0,1,11,8,0,4,1,4,1,1,4,0,0,4,0,45,5,1,0,0,1,0,12,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,4,1,0,1,1,0,1,1,0,0,1,0,2,0,19,0,994,2,198,31272,1
2.411,205,0.08,10,0,0,8,0,0,0,0,0,18,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,19,105,0,0,2,0,0,0,4,2,5,0,7,4,6,1,2,1,0,0,3,0,90,8,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,1,1,1,1,1,2,0,1,0,0,3,0,1,1,0,0,0,1,2,4,17,0,1117,0,118,31272,1
2.506,212,0.08,8,0,0,8,0,0,0,0,0,13,0,82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,23,104,5,0,1,0,0,0,1,10,12,0,5,4,2,0,1,5,0,0,4,0,31,9,0,0,0,0,0,2,0,0,0,0,0,2,0,0,5,0,0,1,0,1,1,4,1,0,0,2,1,0,0,3,0,1,1,3,0,16,0,1045,4,185,31272,1
2.637,221,0.08,19,0,0,11,0,0,0,0,0,20,0,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,28,110,4,2,2,0,0,0,3,5,8,0,6,0,5,0,2,2,0,0,4,0,94,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,2,0,1,0,1,0,0,0,5,0,0,0,5,1,0,0,4,5,20,1,1012,5,123,31272,1
2.735,228,0.09,14,0,0,13,0,0,0,0,0,17,0,40,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,2,0,0,0,35,92,4,1,0,0,0,0,5,9,3,0,6,4,3,1,0,4,0,0,5,0,72,10,0,0,0,0,0,13,0,0,0,0,0,2,0,0,2,1,0,2,0,1,1,3,1,0,0,4,0,0,0,5,0,0,1,4,2,5,1,868,5,221,31272,1
2.811,234,0.09,9,0,0,11,0,0,0,0,0,15,0,54,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,27,5,2,1,0,0,0,1,0,1,0,7,3,6,0,0,4,0,0,2,0,40,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,1,1,0,1,1,1,1,0,0,5,1,1,1,5,0,0,1,4,1,10,0,1102,1,84,31272,1
2.85,237,0.09,12,0,0,12,0,0,0,0,0,16,0,38,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,37,57,5,1,2,0,0,0,2,7,9,0,4,4,3,0,3,0,0,0,4,0,64,12,1,0,0,0,0,3,0,0,0,0,0,0,0,0,5,1,0,2,1,1,2,2,1,0,1,0,1,0,0,0,0,1,1,0,3,15,1,789,3,105,31272,1
2.902,241,0.07,21,0,0,13,0,0,0,0,0,14,0,51,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,18,59,3,2,1,1,0,0,5,12,8,0,5,1,6,1,0,2,0,0,1,0,70,17,1,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,0,0,1,1,0,1,1,1,0,5,0,0,0,3,0,1,1,0,3,5,1,1047,4,356,31272,1
2.977,246,0.06,32,0,0,12,0,0,0,0,0,20,0,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,16,24,3,0,2,0,0,0,1,8,12,1,4,4,1,0,1,2,0,0,5,0,33,15,1,0,0,0,0,10,0,0,0,0,0,1,0,0,5,1,1,0,0,0,0,2,0,1,0,2,1,0,0,3,1,0,1,4,1,12,0,1081,1,147,31272,1
3.086,253,0.06,26,2,0,14,0,0,0,0,0,13,0,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,15,23,2,0,1,0,1,1,4,9,2,2,4,0,1,0,1,5,0,0,1,0,94,17,1,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,1,2,0,1,2,1,0,1,0,5,1,0,1,3,1,0,0,4,3,10,0,1015,1,102,31272,1
3.28,265,0.06,14,4,0,14,0,0,0,0,0,11,0,36,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17,31,5,1,1,0,0,0,1,2,0,0,8,2,6,1,1,5,0,0,1,0,78,15,0,0,0,0,0,11,0,0,0,0,0,1,0,0,4,1,1,0,0,1,2,3,0,1,1,0,0,0,0,0,2,0,0,4,2,17,0,803,0,136,31272,1
3.414,275,0.08,18,5,0,12,0,0,0,0,0,18,0,44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,18,35,3,1,1,0,0,0,1,3,1,0,4,4,6,1,2,0,0,0,2,0,68,4,0,0,0,0,0,9,0,0,0,0,0,0,0,1,4,1,1,0,1,1,0,1,0,1,0,4,1,1,1,5,1,1,0,0,2,5,0,1067,5,123,31272,1
3.462,279,0.08,21,2,0,11,0,0,0,0,0,20,1,60,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,18,28,0,0,1,0,1,0,2,6,4,0,6,0,6,1,2,0,0,0,2,0,62,16,0,0,0,0,0,3,0,0,0,0,0,5,0,1,4,0,1,2,1,0,1,2,1,0,0,3,1,0,1,1,1,1,1,4,0,13,0,805,3,143,31272,1
3.496,282,0.08,36,1,0,14,0,0,0,0,0,14,0,47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,19,21,3,1,2,1,0,0,7,9,12,0,5,2,5,1,5,0,0,0,2,0,67,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,1,2,1,0,2,4,1,0,1,3,1,1,0,3,1,1,1,0,3,16,0,1142,0,185,31272,1
3.542,286,0.08,10,2,0,11,0,0,0,0,0,14,0,48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,12,59,2,2,0,2,0,0,1,3,7,0,5,4,5,0,0,0,0,0,3,0,79,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,1,1,4,2,0,1,5,1,14,1,1143,1,200,31272,1
3.579,289,0.07,8,1,0,10,0,0,0,0,0,19,0,32,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,20,39,2,1,2,1,0,0,2,6,9,0,8,2,0,0,2,0,0,0,4,0,79,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,5,1,0,0,1,4,10,0,1775,1,210,31272,1
3.631,293,0.08,5,5,0,15,0,0,0,0,0,18,0,52,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,5,0,0,0,0,15,45,2,0,0,1,0,0,2,9,9,1,5,2,1,1,5,0,0,0,5,0,106,14,0,0,0,0,0,11,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,3,0,0,1,4,1,0,0,0,1,0,0,1,2,17,1,1651,1,198,31272,1
3.672,296,0.07,10,2,0,11,0,0,0,0,0,20,0,49,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,13,48,0,1,0,1,0,0,4,0,11,0,4,3,1,0,5,0,0,0,1,0,92,1,0,0,0,0,0,12,0,0,0,0,0,5,0,0,0,0,1,1,0,0,1,0,0,1,0,2,1,1,0,4,2,1,0,4,5,10,1,1675,2,128,31272,1
3.764,303,0.07,22,0,0,12,0,0,0,0,0,20,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,51,3,1,0,1,1,0,1,0,5,0,6,24,2,2,5,0,0,0,3,0,93,3,0,0,0,0,0,5,0,0,0,0,0,1,0,1,2,0,1,1,1,0,1,2,0,1,0,3,0,1,1,1,2,1,1,1,2,10,1,1698,4,142,31272,1
3.852,310,0.08,38,0,0,12,0,0,0,0,0,13,0,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,40,2,0,1,0,0,0,5,0,10,0,4,21,4,1,5,0,0,0,0,0,105,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,0,1,1,1,1,0,3,1,1,1,0,0,0,0,5,0,1,1,5,4,13,1,1808,5,198,31272,1
3.908,315,0.07,27,0,0,13,0,0,0,0,0,20,0,115,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,2,21,2,1,0,0,0,0,3,9,7,0,5,25,6,0,10,0,0,0,1,0,109,15,0,0,0,0,0,6,0,0,0,0,0,5,0,1,1,1,0,0,1,0,0,4,1,0,1,1,0,0,1,0,2,0,0,2,3,13,1,452,2,325,31272,1
3.971,321,0.07,49,0,0,12,0,0,0,0,0,17,0,86,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,60,3,1,1,0,0,0,3,7,0,0,5,15,0,1,9,0,0,0,0,0,265,11,0,0,0,0,0,7,0,0,0,0,0,5,0,1,2,1,1,2,0,1,1,0,0,1,1,3,0,1,0,1,1,0,0,3,1,19,0,1271,2,212,31272,1
4.043,328,0.08,75,0,0,10,0,0,0,0,0,19,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,3,52,4,1,0,0,1,0,1,0,12,0,6,17,6,2,3,0,0,0,0,0,130,13,0,0,0,0,0,3,0,0,0,0,0,5,0,0,1,0,1,1,1,0,0,0,0,0,0,3,0,1,0,1,1,0,0,4,5,12,0,1701,0,570,31272,1
4.185,338,0.07,94,0,0,7,1,0,0,0,0,17,0,104,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,4,39,5,1,1,0,0,0,0,8,2,0,8,19,6,2,8,0,0,0,0,0,274,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,3,0,1,2,1,1,1,0,0,1,0,4,0,0,0,3,2,0,0,3,0,20,1,1427,4,677,31272,1
4.272,344,0.08,42,0,0,10,0,0,0,0,0,12,0,99,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,35,4,1,1,0,0,0,3,3,10,0,11,21,0,0,7,0,0,0,0,0,154,14,0,0,0,0,0,11,0,0,0,0,0,5,0,1,4,1,0,1,0,0,0,1,1,0,0,2,0,0,0,1,0,1,0,4,0,14,1,658,5,741,31272,1
4.402,353,0.08,15,0,0,10,0,0,0,0,0,15,0,87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,1,3,3,1,1,0,0,0,2,0,6,0,6,19,0,2,8,0,0,0,0,0,186,1,0,0,0,0,0,10,0,0,0,0,0,1,0,1,5,0,1,1,0,1,2,0,1,1,1,4,0,0,0,0,0,0,0,4,5,11,1,412,4,358,31272,1
4.479,359,0.06,10,0,0,10,0,0,0,0,0,10,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,5,10,15,0,1,0,2,0,1,0,3,0,8,22,0,1,16,0,0,0,0,0,120,16,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,1,1,1,4,0,0,1,0,1,1,0,0,0,0,0,2,4,6,0,521,5,410,31272,1
